message_id,chunk_id,ts_unix,day,sender,body
m000085,0,1716052390,2024-05-19,我,那块去年北京暴雨的时候也被冲了
m000086,0,1716052397,2024-05-19,我,路况比预期的差挺多
m000087,0,1716052406,2024-05-19,救命恩人唐白白,啊这
m000088,0,1716052408,2024-05-19,我,导致下撤晚了很多
m000089,0,1716052420,2024-05-19,救命恩人唐白白,有点坎坷啊
m000090,0,1716052436,2024-05-19,我,路上走的我都想原地去世了
m000091,0,1716052440,2024-05-19,救命恩人唐白白,你们是有专业向导嘛
m000093,0,1716052451,2024-05-19,我,主打一个每次出去时必后悔
m000094,0,1716052460,2024-05-19,救命恩人唐白白,太累了吧
m000095,0,1716052472,2024-05-19,救命恩人唐白白,还感觉有点危险
m000097,0,1716052491,2024-05-19,我,体力非常np
m000098,0,1716052492,2024-05-19,救命恩人唐白白,哈哈哈哈哈哈哈哈
m000099,0,1716052522,2024-05-19,我,跟着我们爬了两小时山后吃午饭才吃掉
m000100,0,1716052523,2024-05-19,救命恩人唐白白,有西瓜吃还是不错的
m000101,0,1716052531,2024-05-19,我,真的佩服
m000102,0,1716052532,2024-05-19,救命恩人唐白白,哈哈哈哈哈哈哈哈
m000103,0,1716052545,2024-05-19,救命恩人唐白白,牛
m000104,0,1716052553,2024-05-19,救命恩人唐白白,我不行了
m000105,0,1716052556,2024-05-19,救命恩人唐白白,我要睡了
m000106,0,1716052561,2024-05-19,我,快睡快睡
m000107,0,1716052561,2024-05-19,救命恩人唐白白,晚安！
m000109,0,1716052573,2024-05-19,救命恩人唐白白,哈哈哈
m000110,0,1716052582,2024-05-19,救命恩人唐白白,明天兴许会加班
m000111,0,1716052590,2024-05-19,救命恩人唐白白,80%可能性 吧
m000112,0,1716052594,2024-05-19,我,我钉钉卸载了别找我
m000114,0,1716052624,2024-05-19,我,要加等睡够十小时再说
m000115,0,1716052632,2024-05-19,救命恩人唐白白,周五xinyue2:35还给我发SQL和她跑出来的数
m000116,0,1716052640,2024-05-19,救命恩人唐白白,还让我给你留言
m000117,0,1716052653,2024-05-19,救命恩人唐白白,修数
m000118,0,1716052656,2024-05-19,我,看来你很善良
m000119,0,1716052656,2024-05-19,救命恩人唐白白,[脸红]
m000120,0,1716052662,2024-05-19,救命恩人唐白白,对啊
m000121,0,1716052663,2024-05-19,我,没给我留
m000122,0,1716052673,2024-05-19,救命恩人唐白白,我当然是表面答应
m000123,0,1716052676,2024-05-19,我,反正周一再说
m000124,0,1716052678,2024-05-19,救命恩人唐白白,背地反抗
m000128,0,1716052715,2024-05-19,救命恩人唐白白,睡了！
m000132,0,1716569362,2024-05-25,我,太猛了
m000133,0,1716569367,2024-05-25,我,让xy学着点
m000134,0,1716571820,2024-05-25,救命恩人唐白白,我睡到一半起来看看你有没有回我消息
m000135,0,1716571835,2024-05-25,我,你太离谱了
m000136,0,1716571841,2024-05-25,救命恩人唐白白,还好你回了
m000137,0,1716571858,2024-05-25,我,老实睡觉
m000138,0,1716571864,2024-05-25,救命恩人唐白白,差点你就永远失去我了
m000139,0,1716571876,2024-05-25,我,哈哈哈哈哈哈哈
m000140,0,1716571887,2024-05-25,我,我回消息经常不积极的
m000141,0,1716571892,2024-05-25,我,放低期待
m000142,0,1716572037,2024-05-25,救命恩人唐白白,我没期待
m000144,0,1716572069,2024-05-25,救命恩人唐白白,我都没睡好
m000145,0,1716572072,2024-05-25,救命恩人唐白白,气死我了
m000147,0,1716572097,2024-05-25,我,看来是我的错
m000148,0,1716572101,2024-05-25,救命恩人唐白白,你要是没回 那这气我觉得撒你头上
m000149,0,1716572110,2024-05-25,救命恩人唐白白,绝对
m000150,0,1716572118,2024-05-25,救命恩人唐白白,我现在重新开始睡了
m000151,0,1716572121,2024-05-25,救命恩人唐白白,再见
m000152,0,1716572126,2024-05-25,我,看来不止我一个人没积极回消息
m000154,0,1716572129,2024-05-25,救命恩人唐白白,你反思
m000155,0,1716572137,2024-05-25,我,在反思了
m000157,0,1716572147,2024-05-25,我,你赶紧睡吧
m000158,0,1716572147,2024-05-25,救命恩人唐白白,这什么顶级理解
m000159,0,1716572171,2024-05-25,我,这么晚看手机对眼睛不好
m000160,0,1716572184,2024-05-25,我,good night
m000161,0,1716572189,2024-05-25,救命恩人唐白白,晚安
m000162,0,1717767511,2024-06-07,救命恩人唐白白,采购得如何呢
m000163,0,1717767707,2024-06-07,我,没啥买的
m000164,0,1717767747,2024-06-07,我,就买了点吃的 搞了根牙刷
m000165,0,1717767775,2024-06-07,救命恩人唐白白,哈哈哈
m000166,0,1717767780,2024-06-07,救命恩人唐白白,极简
m000167,0,1717767810,2024-06-07,我,成熟路线 路上补给点很多的
m000168,0,1717767825,2024-06-07,我,晚上挂单寺庙还有晚饭吃
m000169,0,1717767838,2024-06-07,我,虽然是纯素的
m000170,0,1717767863,2024-06-07,救命恩人唐白白,这不是巧了
m000171,0,1717767868,2024-06-07,救命恩人唐白白,我也住过寺庙
m000172,0,1717767874,2024-06-07,救命恩人唐白白,素餐很好吃的
m000173,0,1717767884,2024-06-07,我,确实
m000174,0,1717767896,2024-06-07,我,但据上次队员经验
m000175,0,1717767907,2024-06-07,我,节假日人多 只接纳女施主
m000176,0,1717767928,2024-06-07,救命恩人唐白白,哈哈哈哈
m000177,0,1717767929,2024-06-07,我,希望这次不至于这么倒霉
m000178,0,1717767996,2024-06-07,救命恩人唐白白,应该不至于
m000179,0,1717807859,2024-06-08,我,端午出京感觉完全不堵的样子
m000181,0,1717807911,2024-06-08,我,不过今天估计又要后悔为什么出来了 看了路线
m000182,0,1717807941,2024-06-08,我,上来一个3公里爬升七八百的大坡
m000183,0,1717813515,2024-06-08,救命恩人唐白白,我刚醒[得意]
m000184,0,1717813558,2024-06-08,我,你这挺能睡啊
m000186,0,1717813575,2024-06-08,我,对
m000187,0,1717813595,2024-06-08,救命恩人唐白白,真辛苦呀
m000188,0,1717813622,2024-06-08,我,还好 全程高速 睡的挺舒服的
m000191,0,1717813745,2024-06-08,救命恩人唐白白,要开五个小时
m000192,0,1717813771,2024-06-08,救命恩人唐白白,下午才能到了
m000193,0,1717813827,2024-06-08,我,服务区吃个午饭
m000194,0,1717813834,2024-06-08,我,可以少带一餐
m000195,0,1717813837,2024-06-08,我,美滋滋
m000196,0,1717814428,2024-06-08,救命恩人唐白白,美滋滋
m000197,0,1717814443,2024-06-08,救命恩人唐白白,我又赖了一会儿床
m000198,0,1717814448,2024-06-08,救命恩人唐白白,可真舒服啊😌
m000199,0,1717814463,2024-06-08,救命恩人唐白白,现在起了！
m000200,0,1717814470,2024-06-08,救命恩人唐白白,开启美好的一天！
m000201,0,1717814480,2024-06-08,我,真棒
m000202,0,1717814500,2024-06-08,救命恩人唐白白,我之前就想问了
m000203,0,1717814502,2024-06-08,我,建议把这周欠的几练补上
m000204,0,1717814513,2024-06-08,救命恩人唐白白,你这个头像 很像情头啊
m000206,0,1717814543,2024-06-08,我,但也很适合当普通头像啊
m000207,0,1717814567,2024-06-08,救命恩人唐白白,不适合 就是情头
m000208,0,1717814582,2024-06-08,救命恩人唐白白,本来想早起跑步去的今天
m000209,0,1717814589,2024-06-08,救命恩人唐白白,怎么回事 我变懒惰了
m000210,0,1717814599,2024-06-08,我,你太疲惫了
m000211,0,1717814605,2024-06-08,我,昨晚是不是没早睡
m000212,0,1717814625,2024-06-08,救命恩人唐白白,还行吧 1点
m000213,0,1717814629,2024-06-08,救命恩人唐白白,我吃了宵夜
m000214,0,1717814635,2024-06-08,救命恩人唐白白,我越来越放肆了
m000215,0,1717814644,2024-06-08,我,建议加练
m000217,0,1717814685,2024-06-08,救命恩人唐白白,你昨晚几点睡的
m000218,0,1717814698,2024-06-08,我,现在开始空腹有氧刚好练完洗澡吃午饭
m000220,0,1717814713,2024-06-08,我,我车上补了会
m000222,0,1717814745,2024-06-08,救命恩人唐白白,那也不早
m000223,0,1717814783,2024-06-08,我,车程长 都是休息
m000224,0,1717814842,2024-06-08,救命恩人唐白白,想起了我坐大巴从北京到额济纳旗
m000225,0,1717814849,2024-06-08,救命恩人唐白白,那把我累的
m000227,0,1717814870,2024-06-08,我,还好吧 我觉得比高铁坐的舒服多了
m000228,0,1717814878,2024-06-08,救命恩人唐白白,？？
m000229,0,1717814880,2024-06-08,我,我可能习惯回西安坐高铁了
m000230,0,1717814893,2024-06-08,救命恩人唐白白,怎么会 高铁肯定比大巴舒服啊
m000231,0,1717814907,2024-06-08,救命恩人唐白白,我以前去太原出差可以当天往返的
m000232,0,1717814910,2024-06-08,救命恩人唐白白,坐高铁
m000233,0,1717814914,2024-06-08,我,高铁座椅很差啊
m000234,0,1717814933,2024-06-08,救命恩人唐白白,哦 不好意思 我出差坐一等座 稍微好点吧
m000235,0,1717814939,2024-06-08,救命恩人唐白白,🤭
m000236,0,1717814959,2024-06-08,我,奥那确实
m000238,0,1717814985,2024-06-08,我,但我老感觉一等座太亏了
m000239,0,1717815003,2024-06-08,救命恩人唐白白,19年 并且在大巴上遇见了我老公
m000240,0,1717815025,2024-06-08,救命恩人唐白白,但是我根本看不上他呀 全程7天 没怎么跟他说过话
m000241,0,1717815030,2024-06-08,救命恩人唐白白,嘻嘻
m000243,0,1717815058,2024-06-08,我,主要还是得和别人并排坐
m000244,0,1717815088,2024-06-08,救命恩人唐白白,笑死 那只能商务座满足你了
m000245,0,1717815123,2024-06-08,我,那我确实觉得商务比一等划算
m000246,0,1717815138,2024-06-08,救命恩人唐白白,懂你的点了
m000247,0,1717815141,2024-06-08,救命恩人唐白白,那你说的对
m000250,1,1717815221,2024-06-08,救命恩人唐白白,现在看着挺喜欢的
m000251,1,1717815289,2024-06-08,救命恩人唐白白,有一点很雷人的
m000252,1,1717815311,2024-06-08,救命恩人唐白白,我是和一个女性朋友一起去的那个大巴团
m000253,1,1717815325,2024-06-08,救命恩人唐白白,那个女孩儿快分手了但还没分掉
m000254,1,1717815360,2024-06-08,救命恩人唐白白,但她又看上了我老公 （好像有点怪
m000255,1,1717815373,2024-06-08,救命恩人唐白白,反正就是这样吧 你懂就行
m000256,1,1717815391,2024-06-08,救命恩人唐白白,然后全程7天她都特别主动接近我老公
m000257,1,1717815406,2024-06-08,我,贵圈真乱
m000258,1,1717815410,2024-06-08,救命恩人唐白白,而我全程非常乖的给他俩制造单独相处的机会
m000259,1,1717815447,2024-06-08,救命恩人唐白白,好在我在团里认识了我的两个学妹和一个同级的gay子
m000260,1,1717815462,2024-06-08,救命恩人唐白白,我就全程跟她们仨玩儿
m000263,1,1717815508,2024-06-08,救命恩人唐白白,就是投怀送抱那种
m000264,1,1717815532,2024-06-08,救命恩人唐白白,我老公没有谈过恋爱 就是一整个大惊吓
m000265,1,1717815567,2024-06-08,我,哈哈哈哈可能距离产生美
m000267,1,1717815848,2024-06-08,救命恩人唐白白,哈哈哈哈哈哈哈哈哈哈哈
m000268,1,1717815917,2024-06-08,救命恩人唐白白,后来的事估计你也能想到
m000269,1,1717815924,2024-06-08,救命恩人唐白白,我失去了这个女性朋友
m000270,1,1717815929,2024-06-08,救命恩人唐白白,[破涕为笑]
m000271,1,1717815987,2024-06-08,我,可以理解
m000272,1,1717815994,2024-06-08,我,毕竟贵圈很乱
m000273,1,1717816053,2024-06-08,救命恩人唐白白,你不是这样的吗
m000274,1,1717816071,2024-06-08,我,啊？
m000275,1,1717816083,2024-06-08,我,我可没有这种经历
m000276,1,1717816120,2024-06-08,救命恩人唐白白,不是
m000277,1,1717816143,2024-06-08,救命恩人唐白白,就是 别人渣 十恶不赦 我朋友渣 问题不大
m000278,1,1717816152,2024-06-08,救命恩人唐白白,这种想法
m000279,1,1717816210,2024-06-08,我,啊？我以为你说你和她喜欢的人在一块了 她才和你关系淡了
m000280,1,1717816219,2024-06-08,我,原来是你觉得她渣啊
m000281,1,1717816227,2024-06-08,救命恩人唐白白,[囧]
m000282,1,1717816240,2024-06-08,救命恩人唐白白,我很正派的
m000283,1,1717816256,2024-06-08,救命恩人唐白白,我们白羊是非分明敢爱敢恨
m000285,1,1717816294,2024-06-08,我,那我巨蟹肯定不会有这种激烈的情绪
m000286,1,1717816297,2024-06-08,救命恩人唐白白,这不OK吧
m000287,1,1717816309,2024-06-08,我,确实不ok
m000289,1,1717816320,2024-06-08,救命恩人唐白白,你可小心点
m000290,1,1717816324,2024-06-08,我,但要是与我无关的话 那倒问题不大
m000291,1,1717816325,2024-06-08,救命恩人唐白白,挺
m000293,1,1717816413,2024-06-08,我,笑死
m000294,1,1717816425,2024-06-08,我,那你还是当我是金牛吧
m000295,1,1717816441,2024-06-08,救命恩人唐白白,一点点防备🤏 没有很多
m000298,1,1717823089,2024-06-08,我,刚吃完饭
m000299,1,1717823093,2024-06-08,我,再眯一会
m000300,1,1717823102,2024-06-08,我,美滋滋
m000301,1,1717823118,2024-06-08,救命恩人唐白白,心情真好
m000302,1,1717823131,2024-06-08,救命恩人唐白白,我已经运动完吃完饭了
m000303,1,1717823137,2024-06-08,救命恩人唐白白,也美滋滋
m000304,1,1717823160,2024-06-08,救命恩人唐白白,记得发好看的风景给我！
m000305,1,1717823167,2024-06-08,救命恩人唐白白,眯吧
m000306,1,1717823172,2024-06-08,我,2g网
m000307,1,1717823180,2024-06-08,我,周二吧
m000308,1,1717823198,2024-06-08,救命恩人唐白白,尝试下嘛
m000309,1,1717823228,2024-06-08,我,看晚上住的地方信号吧
m000312,1,1717823350,2024-06-08,救命恩人唐白白,不好意思
m000313,1,1717823359,2024-06-08,救命恩人唐白白,打扰您睡觉了 点错了
m000314,1,1717823363,2024-06-08,救命恩人唐白白,再见
m000315,1,1717823414,2024-06-08,我,午安
m000317,1,1717836226,2024-06-08,我,绝望大坡上来了
m000318,1,1717836229,2024-06-08,我,我活了
m000319,1,1717836340,2024-06-08,救命恩人唐白白,哇
m000321,1,1717836354,2024-06-08,救命恩人唐白白,好看的
m000322,1,1717836357,2024-06-08,救命恩人唐白白,恭喜你
m000324,1,1717837396,2024-06-08,我,是的
m000325,1,1717837420,2024-06-08,我,到古南台了，第一个顶到了
m000326,1,1717837446,2024-06-08,我,剩一个小爬升 剩下就都是下降了
m000327,1,1717837482,2024-06-08,救命恩人唐白白,加油 💪🏻还有不到三个小时日落
m000329,1,1717837694,2024-06-08,我,路上还下了点小雨
m000330,1,1717837929,2024-06-08,救命恩人唐白白,哈哈哈 图中这位感觉很累
m000331,1,1717840511,2024-06-08,我,到南台了 没爬升了
m000332,1,1717840525,2024-06-08,我,最后这景区一段楼梯爬的我都腿软了
m000334,1,1717840695,2024-06-08,我,天气真不错
m000335,1,1717842568,2024-06-08,救命恩人唐白白,啊啊啊啊啊
m000336,1,1717842572,2024-06-08,救命恩人唐白白,好好看！！
m000337,1,1717842633,2024-06-08,救命恩人唐白白,好美
m000338,1,1717842649,2024-06-08,救命恩人唐白白,拍的不错😌
m000339,1,1717845892,2024-06-08,救命恩人唐白白,快天黑了 你们进度如何[让我看看]
m000341,1,1717846136,2024-06-08,我,还有两公里
m000342,1,1717846139,2024-06-08,我,问题不大
m000343,1,1717846157,2024-06-08,我,比预计的要早 不用走夜路了
m000345,1,1717847571,2024-06-08,救命恩人唐白白,在我哥家
m000346,1,1717847586,2024-06-08,救命恩人唐白白,我不是有一个哥哥在西安吗
m000347,1,1717847593,2024-06-08,救命恩人唐白白,另一个哥哥在北京
m000348,1,1717847618,2024-06-08,救命恩人唐白白,这是我舅妈做的
m000349,1,1717847632,2024-06-08,救命恩人唐白白,吃撑了
m000351,1,1717847980,2024-06-08,我,真好
m000352,1,1717847997,2024-06-08,我,我作为前队领头羊已经到了
m000353,1,1717848023,2024-06-08,我,饿死我了
m000354,1,1717848285,2024-06-08,救命恩人唐白白,你怎么这么厉害
m000355,1,1717848295,2024-06-08,救命恩人唐白白,还是先遣队
m000356,1,1717848314,2024-06-08,救命恩人唐白白,晚上吃啥呀
m000357,1,1717848330,2024-06-08,我,农家乐
m000358,1,1717848339,2024-06-08,救命恩人唐白白,那也还可以
m000359,1,1717848339,2024-06-08,我,但条件非常一般
m000360,1,1717848349,2024-06-08,我,点菜取决于人家有什么
m000361,1,1717848358,2024-06-08,救命恩人唐白白,今日限定
m000362,1,1717848360,2024-06-08,救命恩人唐白白,很高级的
m000363,1,1717848386,2024-06-08,救命恩人唐白白,我今天吃到了我心心念念的黄鳝
m000364,1,1717848392,2024-06-08,救命恩人唐白白,好香
m000365,1,1717848398,2024-06-08,救命恩人唐白白,你肯定不吃
m000366,1,1717853417,2024-06-08,我,饿了啥都能吃
m000367,1,1717853459,2024-06-08,我,晚饭确实不咋样 但我吃的很饱
m000368,1,1717853783,2024-06-08,救命恩人唐白白,到休息的地方了吗
m000369,1,1717854513,2024-06-08,我,到了
m000370,1,1717854562,2024-06-08,我,十人间超级大通铺
m000371,1,1717854617,2024-06-08,救命恩人唐白白,那得赶紧睡
m000372,1,1717854657,2024-06-08,救命恩人唐白白,睡着了就听不到打呼什么闹心的东西了
m000373,1,1717854708,2024-06-08,救命恩人唐白白,第一天 survive！
m000374,1,1717854716,2024-06-08,救命恩人唐白白,还看到了美丽的风景
m000375,1,1717854732,2024-06-08,救命恩人唐白白,还把美景分享给了我！
m000376,1,1717854740,2024-06-08,救命恩人唐白白,真的很不错！😌
m000377,1,1717895126,2024-06-09,我,你还没起床 而我已经走了七公里半了
m000378,1,1717895147,2024-06-09,我,记得今天加练
m000379,1,1717895152,2024-06-09,救命恩人唐白白,🥱
m000380,1,1717895166,2024-06-09,救命恩人唐白白,我两分钟前刚醒
m000381,1,1717895176,2024-06-09,救命恩人唐白白,怎么回事心灵感应？
m000383,1,1717895802,2024-06-09,我,今天必能赶上西台吃斋饭
m000384,1,1717895825,2024-06-09,我,还剩7公里半500多爬升
m000385,1,1717895842,2024-06-09,我,期待吃顿好的
m000386,1,1717895909,2024-06-09,救命恩人唐白白,今天听起来还行哈？
m000387,1,1717895930,2024-06-09,救命恩人唐白白,感觉进度很靠前
m000388,1,1717895938,2024-06-09,救命恩人唐白白,你几点起的
m000389,1,1717902396,2024-06-09,我,五点半
m000390,1,1717902432,2024-06-09,我,前面的领队帮我们抢房间了 副领导带我们 走的慢起来了
m000391,1,1717902460,2024-06-09,我,我甚至觉得走的也太慢了
m000392,1,1717902490,2024-06-09,救命恩人唐白白,哪种慢
m000393,1,1717902493,2024-06-09,我,快俩小时了就走了一百爬升 中间歇了几次
m000394,1,1717902505,2024-06-09,救命恩人唐白白,哈哈哈
m000395,1,1717902507,2024-06-09,我,就我觉得走平路完全不需要这么高频的休息
m000396,1,1717902517,2024-06-09,我,后面还有俩大坡呢
m000397,1,1717902569,2024-06-09,我,爬升是真的累 走平路基本就当休息了
m000398,1,1717902582,2024-06-09,我,不过留了时间参观景区
m000399,1,1717902592,2024-06-09,救命恩人唐白白,好看吗
m000400,1,1717902598,2024-06-09,我,景区是真心没啥看的
m000401,1,1717902601,2024-06-09,我,俩寺庙
m000402,1,1717902607,2024-06-09,救命恩人唐白白,哈哈哈哈
m000403,1,1717902625,2024-06-09,救命恩人唐白白,可以进去自报家门拜一拜
m000404,1,1717902642,2024-06-09,救命恩人唐白白,说下你的内心感受
m000405,1,1717902644,2024-06-09,我,全国寺庙对我来说除了布达拉宫这种级别的 其他小景点寺庙在我看来都差不多
m000406,1,1717902652,2024-06-09,救命恩人唐白白,链接一下高我
m000407,1,1717902657,2024-06-09,我,完全没有拍照的欲望
m000408,1,1717902770,2024-06-09,救命恩人唐白白,有没有可能是一起看风景的人不对[让我看看]
m000410,1,1717902807,2024-06-09,我,唯一的感受是我经常徒步有感 年轻的肉体真好
m000411,1,1717902829,2024-06-09,救命恩人唐白白,你们队应该都是年轻的吧
m000412,1,1717902843,2024-06-09,我,我这心脏 我这肺 真是太牛逼了
m000415,1,1717902937,2024-06-09,我,没有 这个不是说我牛逼 而是感慨下人类的年轻肉体真的很牛逼
m000419,1,1717903100,2024-06-09,救命恩人唐白白,你自己知道啊
m000420,1,1717903119,2024-06-09,我,那怎么了
m000421,1,1717903137,2024-06-09,我,向成熟的大人学习
m000422,1,1717903158,2024-06-09,救命恩人唐白白,年轻的肉体里住着中年的灵魂 搞迷人的反差感是吧
m000423,1,1717903168,2024-06-09,我,年轻时不造一下这副身体 等我后来就造不动了
m000425,1,1717903213,2024-06-09,救命恩人唐白白,年轻人应该去泡夜店去酒吧
m000426,1,1717903221,2024-06-09,我,但凡有点高血压或者脂肪肝 高海拔徒步就别想了
m000428,1,1717903261,2024-06-09,我,稍微噪音大的地方根本待不下去
m000429,1,1717903280,2024-06-09,救命恩人唐白白,哈哈哈哈哈
m000430,1,1717903289,2024-06-09,救命恩人唐白白,有点意思
m000431,1,1717903305,2024-06-09,我,太吵了 耳朵先受不了
m000432,1,1717903335,2024-06-09,救命恩人唐白白,耳朵还不是受你心态影响
m000433,1,1717903353,2024-06-09,救命恩人唐白白,你们这次休息这么长时间呢
m000434,1,1717903387,2024-06-09,我,这不是前队逛景区等后队呢
m000435,1,1717903397,2024-06-09,我,而我懒得逛 看了一圈就坐下了
m000436,1,1717903405,2024-06-09,我,领队给的时间很长
m000437,1,1717903427,2024-06-09,救命恩人唐白白,昨晚睡得好吗
m000438,1,1717903462,2024-06-09,我,我也觉得休息太久没啥意义 我走累时习惯短时间休息别让心率降下来
m000439,1,1717903472,2024-06-09,我,不然过会又会很累
m000441,1,1717903485,2024-06-09,我,和好几队拼住的
m000442,1,1717903497,2024-06-09,我,他们最早4.30出发
m000443,1,1717903510,2024-06-09,我,十一点多睡 中间醒了几次
m000444,1,1717903524,2024-06-09,我,因为门口农家院老板要做饭
m000445,1,1717903524,2024-06-09,救命恩人唐白白,[皱眉]
m000446,1,1717903529,2024-06-09,我,走了走了
m000447,1,1717903536,2024-06-09,救命恩人唐白白,悠着点
m000448,1,1717903546,2024-06-09,救命恩人唐白白,没休息好别太累啦
m000449,1,1717905004,2024-06-09,我,没事
m000450,1,1717905008,2024-06-09,我,领队又歇了
m000451,1,1717905021,2024-06-09,救命恩人唐白白,哈哈哈哈哈哈哈哈哈
m000452,1,1717905034,2024-06-09,救命恩人唐白白,是你们队有人跟不上了吗
m000453,1,1717905162,2024-06-09,我,已经有7个人决定坐车了
m000454,1,1717905199,2024-06-09,救命恩人唐白白,你们队一共多少人
m000455,1,1717906421,2024-06-09,我,40
m000456,1,1717906437,2024-06-09,我,大部分还是很有经验的
m000457,1,1717920706,2024-06-09,救命恩人唐白白,感觉今天外面很热诶
m000458,1,1717920770,2024-06-09,救命恩人唐白白,你热嘛
m000459,1,1717923496,2024-06-09,我,冻死我了
m000460,1,1717923507,2024-06-09,我,西台到中台的大坡 风巨大
m000461,1,1717923532,2024-06-09,我,而且还有点小雨
